Hi.	Maalɛ.
Tom has been here for several hours.	Ci̱ Töm jääny kɛ thaakni̱ ti̱ ci̱ we.
Tom hasn't responded to our request.	Ka̱n Töm thi̱ëëc ɛn ca thi̱ëcni̱ jɛ loc.
What do you know about Tom's family?	Tee kɛ mi̱ ŋäci̱ kɛ kui̱ ci̱ëë mani̱ Töm?
What do you know about Tom's family?	Ɛ ŋu ŋäci̱ kɛ ta̱a̱ ci̱ëë mani̱ Töm ?
Who do you think should get the job?	Ɛ ŋa di̱w yi̱ɛnɛ mɔ i̱ dëë la̱t jek ?
Why don't you sit down for a moment?	ɛŋu mi̠ /ci̠ nyur kɛ gua̱a̱ tɔ̲t?
Close the window before going to bed.	Gäk wërnyindu ɛ ŋot käni̱ we kä dhaŋdu
Do Tom and Mary both like to do that?	Nhɔk Tom kɛnɛ Mëri̱ jɛ ɛn ɣöö bi̱ kɛn ɛ la̱t?
Do Tom and Mary both like to do that?	Nhɔk ɛ Tömɛ kɛnɛ mëri̱ jɛ i̱ dee kɛnɛ la̱t ?
Do both Tom and Mary understand that?	kɛn da̱ŋ rɛw ɛn Tom kɛnɛ Mary cɛ cop lɔɔcdiɛn?
Do you still enjoy watching cartoons?	Ɛn guiäc karɛto̱ni̱ jalɛ lɔcdu kä tɛ̈ɛ̈th?
I cry whenever I listen to this song.	ɤän mi̲ cä dïït ɛmɔ li̲ŋ la ,ɤän ɛ wi̲ää.
I didn't think that I'd be so lonely.	/Ka̱nɛ car ɛn ɣöö dëë met te kä rɔa.
I haven't eaten anything in six days.	Ɣän thiɛlɛ mi̱ cä cam kɛ ni̱n bäkɛl.
I suspect Tom will hate what you did.	Diɛwä jɛ bi Töm ɛ lo̱k ɛn min ci la̱t.
I thought that we could eat together.	Jɛn ŋa̱cä ni̱ ɣöö de kɔn mi̱th kɛɛl.
Not many people would agree with you.	/cikɛ nɛi ti ŋuan bi mat kɛ ji.
Some people are allergic to tomatoes.	Tha̱ŋ nath lo̱k kɛn mi̱äth Tomatomni̱.
Take any books that you want to read.	Käni̱ buɔkni̱ ti̱ nhɔki̱ ɛn ɣöö bi̱ kuɛn.
Take any books that you want to read.	Käni̱ buɔkni̱ ti̱ gööri̱ ɣöö bi̱ kuɛn.
That wouldn't be too difficult to do.	/Cɛ bɛ̈c ɛ lo̱ŋ ɛn ɣöö dee raan ɛ la̱t.
Tom didn't wash Mary's car. John did.	Töm kenɛ thurbil Mɛri lak. Ɛ Jɔ̱ɔ̱n ciɛ lakɔ.
Tom hoped that he'd be offered a job.	Töm guicɛ jɛ dɔ̱ŋ dëë moc la̱t.
Tom is expected to get back tomorrow.	Dɔ̲ŋ bi̲ Töm lunyjɔk irun
Tom just called me a few minutes ago.	Töm payɛ ɣä yɔ̱di̱ kä kɛ gua̱a̱th in tɔt in pay wä.
Tom will be interested in doing that.	Töm nhɔkɛ jɛ i̱ bɛ la̱t ɛmɛni̱ yi̱k la̱t.
We'll all know the truth, eventually.	ŋäc kɔn diaal thuɔ̲k, kɛ kɔr gua̱th mi̠ bäär..
I didn't want to answer that question.	/Ci̲änɛ go̲ri̲ bä thi̲e̲c ɛmɔ loc.
I don't need to be at today's meeting.	ɤän cänɛ go̲r i̲ bä tee kä duɔl ca̲ŋ ɛmɛ.
I doubt Tom has finished his homework.	Di̲ɛwä ɤöö /kän Töm la̲t ci̲ëŋ thuk
I suspect Tom will eventually do that.	Cä ga̱a̱c ɛlɔ̱ŋ kɛ ɣöö dëë Töm nɛmɛ tok ɛ jɛn.
I thought Tom wasn't going to do that.	Carä Töm /cɛ dee we ɛ bɛ we la̱t.
I used to go out with a guy named Tom.	Cä kɔnɛ ja̱lä raar kɔnɛ gar mi cɔalkɛ Töm.
There's nothing surprising about that.	Thiɛlɛ mi̱ la ga̱a̱c kɛ kuidɛ.
This church has stained glass windows.	Ɛn duel Kuɛɔ̱th ɛmɛ ci̱ nëëni wër nyinikɛ lɔth.
Tom helped the old man cross the road.	Töm cɛ gua̱ndi̱i̱t luäk kɛ ŋuɔ̱k caarkä.
Tom said he wasn't old enough to vote.	Töm cɛ lar i̱ kenɛ ni di̱t ɛlɔ̱ŋ kɛ ɣöö bɛ yuɔr.
Tom said that he didn't want to dance.	Töm cɛ lar ɛnɣöö /cɛ bi döny.
Tom said that he didn't want to dance.	Töm cɛ lar i̱ jɛn /cɛ go̱r i̱ bɛ duth.
Tom was admitted to a mental hospital.	Töm ka̱n jɛ tɔ̱a̱a̱c duelwal yɔ̱a̱ŋni
We're getting married in three months.	Kɛ kɔr pääthni̱ da̱ŋ diɔ̱k ba kuënda puɔ̱t.
All I really want to do is talk to Tom.	Min göörä ɛ lo̱ŋ i̱ bä la̱t ɛ ɣöö dëë ruac kɛɛ Töm.
Are we going to stay in Boston tonight?	Bi̱ kɔn ni̱ɛɛn kä Bɔthtɔn ɛn wäär ɔ?
Did Tom say who was going to help Mary?	Ci̱ Töm ɛ lar i̱ ɛ ŋa bi̱ Mɛri̱ we luäk ɔ ?
I found it very difficult to stay away.	cä jek bɛc ɛ ɛn ɣöö bä tä nenkä.
I had no idea that was going to happen.	Thi̲ɛlɛ ɤä ca̲r kɛ min bi̲ tuɔɔk
I think that Tom is going to dump Mary.	Ca̱rɛ diɛwä Töm bɛ Mɛri päl.
I think that Tom is going to dump Mary.	Yän carä jɛ ɛn Töm bɛ Mɛri päl.
It'll be more difficult than you think.	Bɛ buɔ̱m ɛlɔ̱ŋ ɛ lenyni̱ ca̱r in cari jɛ.
No, I'm not going to smell your armpit.	Ɣëy, /cien rɔ̱thdu bi̱ ŋuäc.
Our meetings hardly ever start on time.	Duɔ̱li̱kɔn bumɛ ɛlɔ̱ŋi̱ bakɛ tok kɛ pɛ̈th
Thank you so much for this information.	Ɛ tɛ̈ɛ̈th lɔaac mi̱ di̱t ɛ lo̱ŋ kɛ kui̱ läärkä ɛmɛ.
They will debate the question tomorrow.	Bi̱ kɛn ruac kɛ kui̱ thi̱ëëcni̱ ti̱ti̱ni̱ i̱ ruun.
They will debate the question tomorrow.	Kɛ thi̱ëëcni̱ ti̱ti̱ni̱ bi̱ kɛn ruac thi̱n i̱ ruun.
This book is written in simple English.	Ɛn bok ɛmɛ ca gɔ̱r kɛ kɛ thok Liŋɛli̱i̱th mi̱ thia̱k.
Tom gives Mary everything she asks for.	Töm laa kämɛ Mɛɛrɛ mɔ cɛ thi̲ecɔ.
Tom is now learning to ride a tricycle.	Töm täämɛ ŋi̱i̱cɛ rɔ kɛ gër jiöök thɛliɛk.
Tom may not be telling the whole truth.	Töm dɔ̱ŋ /kenɛ thuɔ̱k lat kɛɛliw.
What makes you think that Tom did this?	ɛŋu jak ji kä cär ɛn ɣöö ɛjɛn lätdɛ mɔ?
You should attend to your own business.	Bi̱ yi̲k guɔ̲ɔ̱r ni la̱tdu kärɔa.
Does Tom know what you're talking about?	Dëraa mi̲ ŋäc Töm min ruaci̲ kɛ kui̲dɛ i̲nu?
I don't think I know anyone around here.	Ka̲nɛ car ɛn höö tëë kɛ rami ŋa̲cä ɛn guäth ɛmɛ
I hear he has been ill since last month.	ɣän cää liŋ i̠ jɛn cɛ te kɛ juey kɛ kɔr path ëë ci̠ we.
I knew that Tom would be a good teacher.	ɤän ŋa̲cä jɛ Töm bɛ yik ɛ ŋi̲i̲c mi gɔaa.
I'm going to figure this out eventually.	Bä jɛ lɛ wä guic iyɔɔ gua̱a̱th wë thuɔ̱k thi̱n.
I'm going to figure this out eventually.	Bä jɛ lɛ wä guic iyɔɔ gua̱a̱th ɛn wë thuɔ̱k thi̱n.
The car I rented from you has a problem.	Thurbil ëë cä dɛn kä ji̱ tëëkɛ riɛk.
There will be a rehearsal again tonight.	Bi̱ ŋi̱i̱c te thi̱n ɛn wääri̱
Tom is the one who told me not to leave.	ɛ töm ɛn mee jio̲k ɤä ɛnee i̲ /cu jiɛn
Tom told me to be here by 2:30 tomorrow.	Ci̱ Töm ɣä ji̱ök i̱ bi̱ tee gua̱a̱th ɛmɛni̱ i̱ ruun kɛ 2 :30 .
Tom was the last to leave the classroom.	Töm ɛjɛn be̲ raar kɛ jɔakɔ kä rɛy kilɛ̈ɛ̈th.
Two weeks of heavy rain led to flooding.	Nhial ɛn ci̱ dɛ̈ɛ̈m kɛ juɔ̱kni̱ rɛw cɛ cään mi̱ di̱i̱t no̱o̱ŋ ɛlo̱ŋ.
Are you going to tell me what's going on?	Bi̱ ɣä la̱r min tuɔɔk?
Are you saying you don't want to do that?	Lari ni ɣöö /ciɛ bi la̱t ɛn nɔmɔ inun?
I don't remember how to use the shredder.	/Cienɛ tit ɛn la̱t ɛ lät kɛ nyueey wargakni̱ mɛ.
I'm going to send my mother some flowers.	Bä maar jäkä gak ji̱aath.
Is it true Tom used to live in Australia?	Ɛ thuɔ̱k inun ɛn Töm cɛ kɔn cieŋ kä Ɣu-thɛ-ra-lia?
That's exactly what Tom and I were doing.	Ɛ jɛn nɔmɔ pa̱ny ɛn mëë la̱tä kɔnɛ Töm.
Tom broke some bones in his arm and hand.	Ci̱ Töm tha̱a̱ŋ cɔ̱ɔ̱ni̱ wukä kɛnɛ tet to̱l.
Tom didn't quite understand how to do it.	/Kän Töm duɔ̲ɔ̲p in la̲t jɛ kɛ jɛ ŋa̲c ɛgɔa.
Tom had never been so afraid in his life.	Töm /kenɛ met dual inɛ rɛy tekädɛ.
Did that accident really happen last year?	Ɛn riek ɛmɔ cɛ tuɔɔk ɛpuc mëë thaar?
Did that accident really happen last year?	Ɛn riek ɛmɔ cɛ tuɔɔk ɛpuc më thaar?
I don't think it's fair to single out Tom.	/Cänɛ guic i̱ gɔa ɛ ɛn ɣöö dëë Töm kuɔc go̱lä.
I'm going to do what you said I should do.	Bä jɛ wä la̱t ɛn min ci la̱r ɣä i̱ bä la̱t.
They give good service at that restaurant.	Tho̲p kɛn la̲t mi̲ gɔa ɛn due̲l kua̲n ɛmi̲i̲
Tom said he thought Mary was in Australia.	Töm cɛ lar i̱ ŋäcɛ ni ɣöö te Mɛrɛ kä ɣɔ̱thi-ra-lia.
We should've done what Tom asked us to do.	Dënɛ min ci̲ Töm kɔn jiöki̲ dënɛ la̲t la̲t.
I convinced Tom not to go there by himself.	Cä Töm luäk cɛ bi we gua̱th ɛmi jɛn kä rɔaadɛ.
I think that Tom hasn't heard the news yet.	Di̱ɛwä jɛ ɛn ɣöö /kän Töm min läät rɔ ni̱ ŋa̱c.
I won't be playing tennis with Tom anymore.	Jɛn cɛ la̱r ɣä ɛn ɣöö bi̱ kɛn yi̱k pa̱a̱th.
It isn't like I have anything better to do.	Cerɛ mi̱ thiɛlɛ mi̱ gɔaa mi̱ lɛ̈lä.
It was yesterday that Tom broke the window.	Ɛ pan ɛn mëë ci̱ Töm wernyin tiath.
It'll take me about three hours to do that.	Bi̠ la̱tdɛ ɣä naŋ thaani̠ da̱ŋ di̠ɔ̱k.
Neither Tom nor Mary has called the police.	/Cië Töm kiɛ Mëri̱ cɔl Poli̱i̱th ɔ.
That's one of the things I was looking for.	Ɛ jɛn kɛl ëë göörä ɛlɔŋ.
Tom and Mary live close to a national park.	Töm kɛnɛ Mɛri̲ ci̲e̲ŋ kɛn thi̲e̲e̲kä näti̲nɔl pak.
Tom didn't tell Mary why he didn't do that.	Töm kenɛ jɛ la̱r mɛri ɛŋu mi kenɛ jɛ la̱t kɛ jɛ.
Tom never really wanted to leave Australia.	Töm cɛ nhɔk i̱ pälɛ Ɣawuthi̱ra̱li̱aa
You know exactly what Tom is talking about.	ŋäci̱ jɛ a gɔaa ɛn min ruac Töm kɛ kui̱dɛ.
You need to force yourself to stay focused.	ji̠n go̠o̠rɛ jɛ ɛn ɣöö bi̠ rɔɔdu ruɔ̲t thi̠n kɛ guiäcdɛ.
You'd better get out of here while you can.	gɔayɛ ɛn ɣöö deri rɔɔdu woc ɛ ŋot ti̱i̱ kɛ gua̱a̱th.
Camel milk is good for people with diabetes.	Gɔayɛ ɛlɔ̱ŋ kɛn ɣöö dee nath ti̱n tee kɛ juëy thok këër ruëëth kɛ cak jamɛ̈ɛ̈l
I doubt Tom really had to do that yesterday.	/Ka̲nɛ ŋäth i̲de̲ Töm nɔmɔ la̲t pan
I suggest that you don't trust Tom too much.	Guiɛcä jɛ i̱ Töm ŋäth ɛ löŋ.
If you have any difficulty, ask me for help.	Mi̱ tee kɛ mi̱ ci̱ buɔ̱m kä ji̱, thi'ëëc ɣä bä ji̱ luäk,
If you have any difficulty, ask me for help.	Thi̱ëëc ɣä mi̱ tee kɛ mi̱ ci̱ ji̱ dhal, bä ji̱ luäk kɛ jɛ..
They should've hired someone more qualified.	Gɔaa ni̱ ɣöö ci̱ ëë cia no̱o̱ŋni̱ nɛy ti̱ lua̱ŋ la̱t.
We found a secret passage into the building.	ci̠ nɛy duɔ̲ɔ̲p mi̠ caa tɛ̱̈ɛ̱̈ jek rɛy duëël.
We won't do what Tom says he wants us to do.	/Ci nɛy min ci Töm ɛ lari baa la̲t bi la̲t
Do you mean that you didn't actually see Tom?	ji̠n lotdi̠ ni̠ jɛ ɛn ɣöö /käni̠ jɛ nɛn ɛn ?
Have you ever done anything like this before?	Ci̱ mi̱ cie nɛmɛ met la̱t ni̱ wen?
Her father could swim well when he was young.	Ɛn gua̱n ketdɛ ɛgɔa mëë ŋuotdɛ ɛ ŋuɛ̈t.
Her father could swim well when he was young.	Gua̱n ketdɛ ɛgɔa mëë ŋuotdɛ ɛ ŋuɛ̈t.
Tom said he thought Mary would be doing that.	Ci̱ Töm ɛ lar ɛn ɣöö cɛɛ car i̱ dee Mɛɛrɛ jɛ la̱t.
Tom told Mary that he wasn't afraid of death.	Töm cɛ Mɛri̱ jiök i̱ /cɛ dual kɛ lia̱a̱.
Are you saying that you don't want to do that?	Lari ni ɣöö /ciɛ bi la̱t ɛn nɔmɔ inun?
He will be angry to learn that she told a lie.	Bɛ ŋɛ̈ɛ̈ny mi̲ wëë ŋa̲ci ci̲ nyaamɔ kac lat
I don't have a problem with anything you said.	Thiɛlɛ ɣä riɛk kɛ tin diaal tin ci̱ lat.
I want you to forget everything you saw today.	ɣän göörä jɛ bikɛ pa̱l ruëëc kɛn ti̱diaal tin ci nɛn ɛn walɛ.
I want you to forget everything you saw today.	Göörä jɛ bi̱kɛ pa̱lruëëc kɛndiaal kɛn tin ci nɛn ɛn wa̱lɛ.
Today is hot enough for us to swim in the sea.	/Cɛ leth ɛ lo̱ŋ ɛn wa̱lɛ kɛ ɣöö dënɛ we kɛt rɛy bäpdiit.
Tom isn't going to find what he's looking for.	Töm/ känɛ mi̱n go̱o̱rɛ jek.
How much would you charge me to paint my house?	ɛ pek mi̠ ni̠n di̠ deri̠ naŋ kä ɣä mɔ kɛ ɣöö bi̠ duelä bil.
I thought that you told me you didn't know Tom.	Ŋa̲cä ni̲ ɤöö ciɛ lar ɤä i̲kui̲ci̲ Töm.
My hope is that we'll be able to get that done.	ŋa̱thdä ɛ ɣöö bi̱ kɔnɛ luäŋ kɛ thuɔ̱k.
The gathering was canceled because of the rain.	Mat guathkɛl caa päk kɛ kui̱ nhial.
Tom has been working here for over three years.	To̱m cɛ jääŋ kɛ la̱t ɛn gua̱a̱th ɛmɛ kɛ kɔr ruuni̱ da̱ŋ di̱ɔ̱k.
We both knew that eventually this would happen.	Kɔn da̱ŋrɛw ŋäc nɛi ɛ kɛ kɔrɛ bɛ dhil tuɔɔk.
We both knew that eventually this would happen.	Kɔn da̱ŋrɛw ŋa̱c nɛi ɛ kɛ guutdɛ bɛ dhil tuɔɔk.
We're going to have to do something about that.	Bi̱ kɔn duɔ̱ɔ̱r yi̱k la̱t kɛ kui̱dɛ.
I know I'm not the only one who thinks this way.	ŋa̱cä jɛ /cië ɣän kärɔa cär kɛ jɛn duɔ̱p ɛmɛ.
I will have to take on someone to do Tom's work.	Ɣän bä ram kɛl jakä ɣöö bɛ la̱t Töm ɛmɛ la̱t.
I'm cold. Would you mind turning the heating on?	Näk kɔ̱c ɣä. Derɛ gɔaa mi̱ ci̱ ji̱ɔm in läthläth lɛp?
Listen carefully and do exactly what I tell you.	Liŋɛ ɛgɔaa kuɛ la̱t cetkɛ min cä jɛ la̱r ji.
Mary said she thought Tom would be back by 2:30.	Mɛri̲ cɛ jɛ lar i̲ de Töm ben ɛnee kɛɛ thaak 2.30
She goes jogging every morning before breakfast.	La wëë wur kɛ kuɛ̈ŋ ɛ ŋot kuän ruɔ̱nwaaŋ.
The police will look into the cause of the fire.	Bi polith ɛ guic ɛn nin tuok waŋ.
The police will look into the cause of the fire.	Bi boltharkɛɛt ɛ guic ɛn nin tuok waŋ.
Tom doesn't want to be dependent on his parents.	Töm /cɛ go̱r i̱ ba lua̱kɛ ni̱ jɛ ɛ ciëëmani̱.
Everyone on the bus was asleep except the driver.	Ci̲ nɛy diaal tin tee rɛy bäthkä ni̲ɛn ɛni gëër kärɔadɛ kän niɛnɔ.
I've never seen this kind of thing happen before.	/Ka̱nɛ met nɛn ɛn mi̱ cie nɛmɛ tuɔkɛ, ni̱ wal.
Tom said he thought that Mary would be back soon.	Ci Tömɛ lari̲ ŋäcɛ nï ɤöö bi Mɛrï mal lunyjɔk kɛ pɛ̈th
Tom said that he thought Mary looked discouraged.	Ci̲ Tömɛ lari̲ caarɛ jɛi̲ jiäk lɔc Mɛri̲
Tom said that he was very happy with the results.	cɛ jɛ lar ɛn ɣöö tɛth lɔcdɛ kɛ ben ɛn ci̠ ben kɛɛ jekni ŋɔaani.
Tom was buried in the cemetery behind the church.	Töm ca kony gua̱a̱th kunyä min te jɔɔk luak kuɔth.
You're the only girl I've ever seen Tom smile at.	Ɛ jɛn jin nyam kɛl kärɔa min cä Töm nɛn duthɛ ji duɔɔth.
You're the only girl I've ever seen Tom smile at.	Ɛ ji̱n nyam kɛl kärɔa min cä nɛn ci Töm i döl to̱k.
That game is easy, once you learn the basic rules.	Ŋar ɛmɔ thia̲kɛ, mi ci ŋuɔ̲tkɛ ŋa̲c
The last time I saw Tom, he was still dating Mary.	Kɛn gua̱a̱th ëë nɛ̈nä Töm,ɛ ŋotɛ go̱rɛ Mëri̱.
I know Tom could do that if he puts his mind to it.	Ɣän ŋa̱cä jɛ de Töm ɛ la̱t, mi cɛ cärɛ kuëŋ thi̱n.
If you teach me your language, I'll teach you mine.	Mi wi̱i̱ ɣä ŋie̱e̱c kɛ thoodu, Bä ji ŋie̱e̱c kɛ thoodä.
It was such a pleasant day that we went for a walk.	ɛ cäŋ mi̠ gɔaa ɛlo̠ŋ ɛ cuu nɛy we ja̱l.
Tom told me some things he probably shouldn't have.	Töm cɛ ɣä la̱r duɔ̱ɔ̱r mi dɔ̱ŋ cɛ de jek.
We don't really need to worry about that happening.	/ci kɔna lɛn go̱r i̱ banɛ diɛɛr kɛ mä tuɔɔki.
We don't really need to worry about that happening.	/ci kɔnɛ go̱r i̱ banɛ lɛ diɛɛr kɛ min ci tuɔɔk.
Don't you think it odd that she was in such a hurry?	Keniɛ car ï tëë ta̱ dɔ̱diɛn ɛn ta̱a̱ ëë pɛ̈th kɛ jɛ?
I wasn't sure if Tom really understood the question.	Ka̱n tee kɛ kɛ ŋäc kä Ɣöö mi̱ Töm thi̱ëëc li̱ŋ.
I wasn't sure if Tom really understood the question.	Ka̱n tee kɛ ŋäc mi̱ ci̱ Töm thi̱ëëc li̱ŋ.
Tom forgot the name of the person he was talking to.	Tom cɛ ciöt raam ɛn ci̠ kɛ ruac pa̱l ruëëc.
Is it possible that there is something wrong with me?	Derɛ tuɔɔk ɛn ɣöö dɔ̱ŋ tëkɛ mi̱ tuɔɔk kä ɣä?
Does Tom have a good relationship with Mary's parents?	Tee Töm kɛ maar mi̲ gɔaa kɛ ci̲ëë maani̲ mëri̲?
I began to study French when I was thirteen years old.	Tuɔɔkä ŋäc Thuɔk Pi̱rɛnyni̱ mëë ta̱a̱ kɛ run wäl di̱ɔk.
Tom should probably not tell Mary about what happened.	Dɔ̱ŋ /cɛ dee gɔaa i̱ dee Töm Mɛrɛ la̱r min ci̱ tuɔɔk.
Tom thinks that Mary and I can take care of ourselves.	Töm carɛ jɛ i̱ ɣän kɔnɛ Mɛri̱ dee nɛy rɔ̱ luäŋ kɛ tiet.
My father bought this house for us when we got married.	Ci̱ gua̱a̱r nɛy kök duel ɛmɛ mëë ci̱ nɛy kuɛɛn.
Tom was lying to Mary when he said he wouldn't do that.	Töm cɛ Mëri̱ ka̱ckaac i̱ känɛ jɛ la̱t.
What makes you think that Tom is planning on resigning?	Ɛŋu jak ji kä ɤöö biɛ car I gör Töm ɤöö bɛ la̲t pal ɔ?
This watch needs to be fixed. It gains 20 minutes a day.	Thaak ɛmɛ go̱o̱r la̱t. la digikni ti 20 a matdɛ wi̱i̱dɛ kɛ cäŋ
I can't go to the party because I can't get a babysitter.	/Cien bi̱ wä gua̱a̱th ŋarä kɛ ɣöö /cien rami̱ guic gaat bi̱ jek.
There are many small restaurants and cafés in this area.	rɛy dhɔaar ɛmɛ tëë kɛ gua̱a̱th mi̠thni̠ ti̠ tuɔp tuɔɔp.
Tom never would've done what you've accused him of doing.	Töm /cɛ mɔ ciɛ cäk i̱kä mɔ kɛ jɛ dee met la̱t.
Tom said that he thought that Mary was unhappy in Boston.	Töm cɛ lar inɛ diɛwɛ jɛ Mɛri ci lɔcdɛ tɛth kä Bothton.
Mary was sitting in front of the mirror, brushing her hair.	Mɛrɛ cɛ nyuur nhiam neenä, guɛtdɛ mie̱mkɛ.
This watch needs to be repaired. It gains 20 minutes a day.	Thaak ɛmɛ dëë jɛ rialikä. la repɛ digikni ti 20 wi̱i̱dɛ kɛ cäŋ
This watch needs to be repaired. It gains 20 minutes a day.	Thaak ɛmɛ dëë rialikä. kɛ cäŋ la matdɛ digikni ti 20 wi̱i̱dɛ
I don't think that Tom and Mary have ever done that together.	/Cienɛ guic i̱ Töm kɛnɛ Mɛri̱ ci̱kɛ nɔmɔ met thuk kɛɛl.
I don't think that you're going to need my assistance anymore.	Ka̱n jɛ ŋa̱c pa̱ny ɛn ɣöö bi lɛ ŋot go̱o̱ri luäkdä.
Tom didn't seem surprised when I told him Mary needed to do that.	Töm kenɛ ga̱a̱c me cä jiök i Mɛri go̱o̱rɛ la̱tdɛ.
Tom tried to remember the last time he had visited an art museum.	Töm cɛ ɣɔ̱n i̱ carɛ gua̱a̱th ëë jɔak ëë cɛ wä kä Mudhi̱öm.
Do you remember the first time you and I went to Australia together?	Mëë wee kɔn kä Ɣuthi̱rali̱a ɣän kɔnɛ ji̱ kɛ wedan ëë nhiam timi̱ jɛ ?
We need to come up with a list of people who are willing to volunteer.	Banɛ ci̱ööt nath nööŋ ti̱ nhɔk la̱t baaŋ
I'm pretty sure that Tom hasn't done everything he was supposed to have done.	ŋa̱thä jɛ Töm kenɛ tin derä luäŋ kɛ lätni la̱t.
I don't remember exactly what this cost, but it was over three hundred dollars.	/Ci̠en pek in kɔakɛ jɛ tit a gɔaa, duŋdɛ ɣöö kɔakɛ jɛ kɛ pek mi̠ bääl kurdi̠ɔ̱k.
When Tom bought his car, he didn't know that it had been involved in a serious accident.	Mëë kɔk Töm thurbilɛ, känɛ ŋa̱c i̱ ca kɔn yi̱ɛth.
Your English is grammatically correct, but sometimes what you say just doesn't sound like what a native speaker would say.	thok liŋli̠dhni̠du gɔaa ɛ, duŋni̠ ɣöö tha̱ŋguäthni̠ jɔwdu /cɛ cäät kɛ jɔw raami̠ diäl mi̠ ruac.
